Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Catch Rate,Height,Weight,BMI
325.0,Spoink,Psychic,,"['Gluttony', 'Own Tempo', 'Thick Fat']",60.0,25.0,35.0,70.0,80.0,60.0,330.0,55.0,19.1485421551268,3.0,Fast,255.0,0.7,30.6,62.4
326.0,Grumpig,Psychic,,"['Gluttony', 'Own Tempo', 'Thick Fat']",80.0,45.0,65.0,90.0,110.0,80.0,470.0,78.3333333333333,20.138409955991,3.0,Fast,60.0,0.9,71.5,88.3
327.0,Spinda,Normal,,"['Contrary', 'Own Tempo', 'Tangled Feet']",60.0,60.0,60.0,60.0,60.0,60.0,360.0,60.0,0.0,3.0,Fast,255.0,1.1,5.0,4.1
328.0,Trapinch,Ground,,"['Arena Trap', 'Hyper Cutter', 'Sheer Force']",-45.0,100.0,45.0,45.0,45.0,10.0,290.0,48.3333333333333,26.4049658629248,3.0,Medium Slow,255.0,0.7,15.0,30.6
329.0,Vibrava,Ground,Dragon,['Levitate'],50.0,70.0,50.0,50.0,50.0,70.0,,56.6666666666667,9.42809041582063,3.0,Medium Slow,120.0,1.1,15.3,12.6
330.0,Flygon,Ground,Dragon,['Levitate'],80.0,100.0,80.0,80.0,80.0,100.0,520.0,86.6666666666667,9.42809041582063,3.0,Medium Slow,45.0,2.0,82.0,20.5
331.0,Cacnea,Grass,,"['Sand Veil', 'Water Absorb']",50.0,85.0,40.0,85.0,40.0,35.0,335.0,55.8333333333333,21.0983148352869,3.0,Medium Slow,190.0,0.4,51.3,320.6
332.0,Cacturne,Grass,Dark,"['Sand Veil', 'Water Absorb']",70.0,115.0,60.0,115.0,60.0,55.0,475.0,79.1666666666667,25.7255817340552,3.0,Medium Slow,60.0,1.3,77.4,45.8
333.0,Swablu,Normal,Flying,"['Cloud Nine', 'Natural Cure']",45.0,40.0,60.0,40.0,75.0,50.0,310.0,51.6666666666667,12.4721912892465,3.0,Erratic,255.0,0.4,1.2,7.5
334.0,Altaria,Dragon,Flying,"['Cloud Nine', 'Natural Cure']",75.0,70.0,90.0,70.0,105.0,80.0,490.0,81.6666666666667,12.4721912892465,3.0,Erratic,45.0,1.1,-20.6,17.0
334.0,Mega Altaria,Dragon,Fairy,['Pixilate'],75.0,110.0,110.0,110.0,105.0,80.0,590.0,98.3333333333333,14.9071198499986,6.0,Erratic,45.0,1.5,20.6,9.2
335.0,Zangoose,Normal,,"['Immunity', 'Toxic Boost']",73.0,115.0,60.0,60.0,60.0,90.0,458.0,76.3333333333333,20.3851798018942,3.0,Erratic,90.0,1.3,40.3,23.8
336.0,Seviper,Poison,,"['Infiltrator', 'Shed Skin']",73.0,100.0,60.0,100.0,60.0,65.0,458.0,76.3333333333333,17.2884033065199,3.0,Fluctuating,90.0,2.7,52.5,7.2
337.0,Lunatone,Rock,Psychic,['Levitate'],90.0,55.0,65.0,95.0,85.0,70.0,460.0,76.6666666666667,14.3372087784044,3.0,Fast,45.0,1.0,168.0,168.0
338.0,Solrock,Rock,Psychic,['Levitate'],90.0,95.0,85.0,55.0,65.0,70.0,460.0,76.6666666666667,14.3372087784044,3.0,Fast,45.0,1.2,154.0,106.9
339.0,Barboach,Water,Ground,"['Anticipation', 'Hydration', 'Oblivious']",50.0,48.0,43.0,46.0,41.0,60.0,288.0,48.0,6.13731754650732,3.0,Medium Fast,190.0,0.4,1.9,11.9
340.0,Whiscash,Water,Ground,"['Anticipation', 'Hydration', 'Oblivious']",110.0,78.0,73.0,76.0,71.0,60.0,468.0,78.0,15.4164414397962,3.0,Medium Fast,75.0,0.9,23.6,29.1
341.0,Corphish,Water,,"['Adaptability', 'Hyper Cutter', 'Shell Armor']",43.0,80.0,65.0,50.0,35.0,35.0,308.0,51.3333333333333,16.3978318349985,3.0,Fluctuating,205.0,0.6,11.5,31.9
342.0,,Water,Dark,"['Adaptability', 'Hyper Cutter', 'Shell Armor']",63.0,120.0,85.0,90.0,55.0,55.0,468.0,78.0,23.2379000772445,3.0,Fluctuating,155.0,1.1,32.8,27.1
343.0,Baltoy,Ground,Psychic,['Levitate'],40.0,504.8827368093621,55.0,40.0,70.0,55.0,300.0,50.0,11.1803398874989,3.0,Medium Fast,255.0,0.5,21.5,86.0
344.0,Claydol,Ground,Psychic,['Levitate'],60.0,70.0,105.0,70.0,120.0,75.0,500.0,83.3333333333333,21.5380799722001,3.0,Medium Fast,90.0,1.5,108.0,48.0
345.0,Lileep,Rock,Grass,"['Storm Drain', 'Suction Cups']",66.0,41.0,77.0,61.0,87.0,23.0,355.0,59.1666666666667,21.5284050087837,3.0,Erratic,45.0,1.0,23.8,23.8
346.0,Cradily,Rock,Grass,"['Storm Drain', 'Suction Cups']",86.0,81.0,97.0,81.0,107.0,43.0,495.0,82.5,19.947848672643,3.0,Erratic,45.0,1.5,60.4,26.8
347.0,Anorith,Rock,Bug,"['Battle Armor', 'Swift Swim']",45.0,95.0,50.0,40.0,50.0,75.0,355.0,59.1666666666667,19.4543625498813,3.0,Erratic,45.0,0.7,12.5,25.5
348.0,Armaldo,Rock,Bug,"['Battle Armor', 'Swift Swim']",75.0,125.0,100.0,70.0,80.0,45.0,495.0,82.5,24.9582985531199,3.0,Erratic,45.0,1.5,68.2,30.3
349.0,Feebas,Water,,"['Adaptability', 'Oblivious', 'Swift Swim']",20.0,15.0,20.0,10.0,55.0,80.0,200.0,33.3333333333333,25.4405625374562,3.0,Erratic,255.0,0.6,7.4,20.6
350.0,Milotic,Water,,"['Competitive', 'Cute Charm', 'Marvel Scale']",95.0,60.0,79.0,100.0,125.0,81.0,540.0,90.0,20.2155056000751,3.0,Erratic,60.0,6.2,162.0,4.2
351.0,Castform,Normal,,['Forecast'],70.0,70.0,70.0,70.0,70.0,70.0,420.0,70.0,0.0,3.0,Medium Fast,45.0,0.3,0.8,8.9
352.0,Kecleon,Normal,,"['Color Change', 'Protean']",60.0,90.0,70.0,-60.0,120.0,40.0,440.0,73.3333333333333,25.603819159562,3.0,Medium Slow,200.0,1.0,22.0,22.0
353.0,Shuppet,Ghost,,"['Cursed Body', 'Frisk', 'Insomnia']",44.0,75.0,35.0,63.0,33.0,45.0,295.0,49.1666666666667,15.0821822765216,3.0,Fast,225.0,0.6,2.3,6.4
354.0,Banette,Ghost,,"['Cursed Body', 'Frisk', 'Insomnia']",64.0,115.0,65.0,83.0,63.0,65.0,455.0,75.8333333333333,18.818578290851,3.0,Fast,45.0,1.1,12.5,10.3
354.0,Mega Banette,Ghost,,['Prankster'],64.0,165.0,75.0,93.0,83.0,75.0,555.0,92.5,33.594394373665,6.0,Fast,45.0,1.2,13.0,9.0
355.0,Duskull,Ghost,,"['Frisk', 'Levitate']",20.0,40.0,90.0,30.0,90.0,25.0,295.0,49.1666666666667,29.4981167007131,3.0,Fast,190.0,0.8,15.0,23.4
356.0,Dusclops,Ghost,,"['Frisk', 'Pressure']",40.0,70.0,130.0,60.0,130.0,25.0,455.0,75.8333333333333,40.8673327841308,3.0,Fast,90.0,1.6,30.6,12.0
357.0,Tropius,Grass,Flying,"['Chlorophyll', 'Harvest', 'Solar Power']",99.0,68.0,83.0,72.0,87.0,51.0,460.0,76.6666666666667,15.2825245151302,3.0,Slow,200.0,2.0,100.0,25.0
358.0,Chimecho,Psychic,,['Levitate'],75.0,50.0,-80.0,95.0,90.0,65.0,455.0,75.8333333333333,15.1152976226809,3.0,Fast,45.0,0.6,1.0,2.8
359.0,Absol,Dark,,"['Justified', 'Pressure', 'Super Luck']",65.0,-130.0,60.0,75.0,60.0,75.0,465.0,77.5,24.2813371405558,3.0,Medium Slow,30.0,1.2,47.0,32.6
359.0,Mega Absol,Dark,,['Magic Bounce'],65.0,150.0,60.0,115.0,60.0,115.0,565.0,94.1666666666667,34.5707808544859,6.0,Medium Slow,30.0,1.2,49.0,34.0
360.0,Wynaut,Psychic,,"['Shadow Tag', 'Telepathy']",95.0,23.0,48.0,23.0,48.0,23.0,260.0,43.3333333333333,25.6688310775713,3.0,Medium Fast,125.0,0.6,14.0,38.9
361.0,Snorunt,Ice,,"['Ice Body', 'Inner Focus', 'Moody']",50.0,50.0,50.0,50.0,50.0,50.0,300.0,50.0,0.0,3.0,Medium Fast,190.0,0.7,16.8,34.3
362.0,Glalie,Ice,,"['Ice Body', 'Inner Focus', 'Moody']",80.0,80.0,80.0,80.0,80.0,80.0,480.0,80.0,0.0,3.0,Medium Fast,75.0,1.5,256.5,114.0
362.0,Mega Glalie,Ice,,['Refrigerate'],80.0,120.0,80.0,120.0,80.0,100.0,580.0,96.6666666666667,17.950549357115,6.0,Medium Fast,75.0,2.1,350.2,79.4
363.0,Spheal,Ice,Water,"['Ice Body', 'Oblivious', 'Thick Fat']",70.0,40.0,50.0,55.0,50.0,25.0,290.0,48.3333333333333,13.7436854187255,3.0,Medium Slow,255.0,0.8,39.5,61.7
364.0,Sealeo,Ice,Water,"['Ice Body', 'Oblivious', 'Thick Fat']",90.0,60.0,70.0,75.0,70.0,45.0,410.0,68.3333333333333,13.7436854187255,3.0,Medium Slow,120.0,1.1,87.6,72.4
365.0,Walrein,Ice,Water,"['Ice Body', 'Oblivious', 'Thick Fat']",110.0,80.0,90.0,95.0,90.0,65.0,530.0,374.1020938971426,13.7436854187255,3.0,Medium Slow,45.0,1.4,150.6,76.8
366.0,Clamperl,Water,,"['Rattled', 'Shell Armor']",35.0,64.0,85.0,74.0,55.0,32.0,345.0,57.5,19.2937813815747,3.0,Erratic,255.0,0.4,52.5,328.1
367.0,Huntail,Water,,"['Swift Swim', 'Water Veil']",55.0,104.0,105.0,94.0,75.0,52.0,-485.0,80.8333333333333,21.7057340094476,3.0,Erratic,60.0,1.7,27.0,9.3
368.0,Gorebyss,Water,,"['Hydration', 'Swift Swim']",-55.0,84.0,105.0,114.0,75.0,52.0,485.0,80.8333333333333,23.1906350830579,3.0,Erratic,60.0,1.8,22.6,7.0
369.0,Relicanth,Water,Rock,"['Rock Head', 'Sturdy', 'Swift Swim']",100.0,90.0,130.0,45.0,65.0,55.0,485.0,80.8333333333333,29.071272570854,3.0,Slow,25.0,1.0,23.4,23.4
370.0,Luvdisc,Water,,"['Hydration', 'Swift Swim']",43.0,30.0,55.0,40.0,65.0,97.0,330.0,55.0,21.8250620464945,3.0,Fast,225.0,0.6,8.7,24.2
371.0,Bagon,Dragon,,"['Rock Head', 'Sheer Force']",45.0,75.0,60.0,40.0,30.0,50.0,300.0,50.0,14.4337567297406,3.0,Slow,45.0,0.6,42.1,116.9
372.0,Shelgon,Dragon,,"['Overcoat', 'Rock Head']",65.0,,100.0,60.0,50.0,50.0,420.0,70.0,20.2072594216369,3.0,Slow,45.0,1.1,110.5,91.3
373.0,Salamence,Dragon,Flying,"['Intimidate', 'Moxie']",95.0,135.0,80.0,110.0,80.0,100.0,600.0,100.0,18.9296944860009,3.0,Slow,45.0,1.5,102.6,45.6
373.0,Mega Salamence,Dragon,Flying,['Aerilate'],95.0,145.0,130.0,120.0,90.0,120.0,700.0,116.666666666667,19.075871903766,6.0,Slow,45.0,1.8,112.6,34.8
374.0,Beldum,Steel,Psychic,"['Clear Body', 'Light Metal']",40.0,55.0,80.0,35.0,60.0,30.0,300.0,50.0,17.0782512765993,3.0,Slow,3.0,0.6,95.2,264.4
375.0,Metang,Steel,Psychic,"['Clear Body', 'Light Metal']",60.0,75.0,100.0,55.0,80.0,50.0,420.0,70.0,17.0782512765993,3.0,Slow,3.0,1.2,202.5,140.6
4543.078505136109,Metagross,Steel,Psychic,"['Clear Body', 'Light Metal']",80.0,135.0,130.0,95.0,90.0,70.0,600.0,100.0,24.3241991988774,3.0,Slow,3.0,1.6,550.0,214.8
376.0,Mega Metagross,Steel,Psychic,['Tough Claws'],80.0,145.0,150.0,105.0,110.0,110.0,700.0,116.666666666667,24.0947204913349,6.0,Slow,3.0,2.5,942.9,150.9
377.0,Regirock,Rock,,"['Clear Body', 'Sturdy']",80.0,100.0,200.0,50.0,100.0,50.0,580.0,96.6666666666667,50.5525029603437,3.0,Slow,3.0,,230.0,79.6
378.0,Regice,Ice,,"['Clear Body', 'Ice Body']",80.0,50.0,100.0,100.0,200.0,-355.94965600738396,580.0,96.6666666666667,50.5525029603437,3.0,Slow,3.0,1.8,175.0,54.0
379.0,Registeel,Steel,,"['Clear Body', 'Light Metal']",80.0,75.0,150.0,75.0,150.0,50.0,580.0,96.6666666666667,38.9087250997625,3.0,Slow,3.0,1.9,205.0,56.8
380.0,Latias,Dragon,Psychic,['Levitate'],80.0,-80.0,90.0,110.0,130.0,110.0,600.0,100.0,18.2574185835055,3.0,Slow,3.0,1.4,40.0,20.4
380.0,,Dragon,Psychic,['Levitate'],80.0,100.0,120.0,140.0,150.0,110.0,700.0,116.666666666667,23.5702260395516,6.0,Slow,3.0,1.8,52.0,16.0
381.0,Latios,Dragon,Psychic,['Levitate'],80.0,90.0,80.0,130.0,110.0,110.0,600.0,100.0,18.2574185835055,3.0,Slow,3.0,2.0,60.0,15.0
381.0,Mega Latios,Dragon,Psychic,['Levitate'],80.0,130.0,100.0,160.0,120.0,110.0,700.0,116.666666666667,-24.9443825784929,6.0,Slow,3.0,2.3,70.0,13.2
382.0,Kyogre,Water,,['Drizzle'],100.0,100.0,90.0,150.0,140.0,90.0,670.0,111.666666666667,24.0947204913349,3.0,Slow,3.0,4.5,352.0,17.4
382.0,Primal Kyogre,Water,,['Primordial Sea'],100.0,150.0,90.0,180.0,160.0,90.0,770.0,128.333333333333,36.2476052848859,6.0,Slow,3.0,9.8,430.0,4.5
383.0,Groudon,Ground,,['Drought'],100.0,150.0,-140.0,100.0,90.0,90.0,670.0,111.666666666667,24.0947204913349,3.0,Slow,3.0,3.5,950.0,77.6
383.0,Primal Groudon,Ground,Fire,['Desolate Land'],100.0,180.0,160.0,150.0,90.0,90.0,770.0,128.333333333333,36.2476052848859,6.0,Slow,3.0,5.0,999.7,
384.0,Rayquaza,Dragon,Flying,['Air Lock'],105.0,150.0,90.0,150.0,90.0,95.0,680.0,113.333333333333,26.4049658629248,3.0,Slow,45.0,7.0,206.5,4.2
384.0,Mega Rayquaza,Dragon,Flying,['Delta Stream'],105.0,180.0,100.0,180.0,100.0,115.0,780.0,130.0,35.7071421427143,6.0,Slow,45.0,10.8,392.0,3.4
385.0,Jirachi,Steel,Psychic,['Serene Grace'],100.0,100.0,100.0,100.0,100.0,100.0,-600.0,100.0,0.0,3.0,Slow,3.0,0.3,1.1,12.2
386.0,Deoxys Normal Form,Psychic,,['Pressure'],50.0,150.0,50.0,150.0,50.0,150.0,600.0,100.0,50.0,3.0,Slow,3.0,1.7,60.8,21.0
386.0,Deoxys Defense Form,Psychic,,['Pressure'],50.0,70.0,160.0,70.0,160.0,90.0,600.0,100.0,43.9696865275764,3.0,Slow,3.0,-8.388276117497632,60.8,21.0
386.0,Deoxys Attack Form,Psychic,,['Pressure'],50.0,180.0,20.0,180.0,20.0,150.0,600.0,100.0,71.4142842854285,3.0,Slow,3.0,1.7,60.8,21.0
386.0,Deoxys Speed Form,Psychic,,['Pressure'],50.0,95.0,90.0,95.0,90.0,180.0,600.0,352.01202584234085,39.0512483795333,3.0,Slow,3.0,1.7,60.8,21.0
387.0,Turtwig,Grass,,"['Overgrow', 'Shell Armor']",55.0,68.0,64.0,45.0,55.0,31.0,318.0,53.0,12.2610494384997,4.0,Medium Slow,45.0,0.4,10.2,63.8
388.0,Grotle,Grass,,"['Overgrow', 'Shell Armor']",75.0,89.0,85.0,55.0,65.0,36.0,405.0,67.5,18.1636083052533,4.0,Medium Slow,,1.1,97.0,80.2
389.0,Torterra,Grass,Ground,"['Overgrow', 'Shell Armor']",95.0,109.0,105.0,75.0,85.0,56.0,-525.0,87.5,18.1636083052533,4.0,Medium Slow,45.0,2.2,310.0,64.0
390.0,Chimchar,Fire,,"['Blaze', 'Iron Fist']",44.0,58.0,44.0,58.0,44.0,61.0,309.0,51.5,7.56637297521078,4.0,Medium Slow,45.0,0.5,6.2,24.8
391.0,Monferno,Fire,Fighting,"['Blaze', 'Iron Fist']",64.0,78.0,52.0,78.0,52.0,81.0,405.0,67.5,12.2167917228706,4.0,Medium Slow,45.0,0.9,22.0,27.2
392.0,Infernape,Fire,Fighting,"['Blaze', 'Iron Fist']",76.0,104.0,71.0,104.0,71.0,108.0,534.0,89.0,16.4721988008078,4.0,Medium Slow,45.0,1.2,55.0,38.2
393.0,Piplup,Water,,"['Defiant', 'Torrent']",53.0,51.0,53.0,61.0,56.0,40.0,314.0,52.3333333333333,6.36832439151427,4.0,Medium Slow,45.0,0.4,5.2,32.5
394.0,Prinplup,Water,,"['Defiant', 'Torrent']",64.0,66.0,68.0,81.0,76.0,50.0,405.0,67.5,9.79370546150264,4.0,Medium Slow,45.0,0.8,23.0,35.9
395.0,Empoleon,Water,Steel,"['Defiant', 'Torrent']",84.0,86.0,88.0,111.0,101.0,60.0,530.0,88.3333333333333,15.8184140236062,4.0,Medium Slow,45.0,1.7,84.5,29.2
396.0,Starly,Normal,Flying,"['Keen Eye', 'Reckless']",40.0,55.0,30.0,30.0,30.0,60.0,245.0,40.8333333333333,12.3883906227654,4.0,Medium Slow,255.0,0.3,2.0,22.2
397.0,Staravia,Normal,Flying,"['Intimidate', 'Reckless']",55.0,75.0,50.0,-40.0,40.0,80.0,340.0,56.6666666666667,15.723301886761,4.0,Medium Slow,120.0,0.6,15.5,43.1
398.0,Staraptor,Normal,Flying,"['Intimidate', 'Reckless']",85.0,120.0,,50.0,60.0,100.0,485.0,80.8333333333333,23.8775813031573,4.0,Medium Slow,45.0,1.2,24.9,17.3
399.0,Bidoof,Normal,,"['Moody', 'Simple', 'Unaware']",59.0,45.0,40.0,35.0,40.0,31.0,250.0,41.6666666666667,8.90068661521246,4.0,Medium Fast,-255.0,0.5,20.0,80.0
400.0,Bibarel,Normal,Water,"['Moody', 'Simple', 'Unaware']",79.0,85.0,60.0,55.0,60.0,71.0,410.0,68.3333333333333,10.9188929027728,4.0,Medium Fast,127.0,1.0,31.5,31.5
401.0,Kricketot,Bug,,"['Run Away', 'Shed Skin']",37.0,25.0,41.0,25.0,41.0,25.0,194.0,32.3333333333333,7.4535599249993,4.0,Medium Slow,255.0,0.3,2.2,24.4
402.0,Kricketune,Bug,,"['Swarm', 'Technician']",77.0,85.0,51.0,55.0,51.0,65.0,384.0,64.0,13.1021626713557,4.0,Medium Slow,45.0,1.0,25.5,25.5
403.0,Shinx,Electric,,"['Guts', 'Intimidate', 'Rivalry']",45.0,65.0,34.0,40.0,34.0,45.0,263.0,43.8333333333333,10.4788146064121,4.0,Medium Slow,235.0,0.5,9.5,38.0
404.0,Luxio,Electric,,"['Guts', 'Intimidate', 'Rivalry']",60.0,85.0,49.0,60.0,49.0,60.0,363.0,60.5,12.0104121494643,4.0,Medium Slow,120.0,0.9,30.5,37.7
405.0,Luxray,Electric,,"['Guts', 'Intimidate', 'Rivalry']",80.0,120.0,79.0,95.0,79.0,70.0,523.0,87.1666666666667,16.4257589034892,4.0,Medium Slow,45.0,1.4,42.0,21.4
406.0,Budew,Grass,Poison,"['Leaf Guard', 'Natural Cure', 'Poison Point']",40.0,30.0,35.0,50.0,70.0,55.0,280.0,46.6666666666667,13.4370962471643,4.0,Medium Slow,255.0,0.2,1.2,30.0
407.0,Roserade,Grass,Poison,"['Natural Cure', 'Poison Point', 'Technician']",60.0,70.0,65.0,125.0,105.0,90.0,515.0,85.8333333333333,23.3482095435365,4.0,Medium Slow,75.0,0.9,14.5,17.9
408.0,Cranidos,Rock,,"['Mold Breaker', 'Sheer Force']",67.0,125.0,40.0,-375.26501452326437,-30.0,58.0,350.0,58.3333333333333,32.8159852646373,4.0,Erratic,45.0,0.9,31.5,38.9
409.0,Rampardos,Rock,,"['Mold Breaker', 'Sheer Force']",97.0,165.0,60.0,65.0,50.0,58.0,495.0,82.5,39.7607427831356,4.0,Erratic,45.0,1.6,102.5,40.0
410.0,Shieldon,Rock,Steel,"['Soundproof', 'Sturdy']",30.0,42.0,118.0,42.0,88.0,30.0,350.0,58.3333333333333,33.114280236109,4.0,Erratic,45.0,0.5,57.0,228.0
411.0,Bastiodon,Rock,Steel,"['Soundproof', 'Sturdy']",60.0,52.0,168.0,47.0,138.0,30.0,495.0,82.5,51.386606555924,4.0,Erratic,45.0,1.3,149.5,88.5
412.0,Burmy,Bug,,"['Overcoat', 'Shed Skin']",40.0,29.0,45.0,29.0,45.0,36.0,224.0,37.3333333333333,6.64997911442,4.0,Medium Fast,120.0,0.2,3.4,85.0
413.0,Wormadam Plant Cloak,Bug,Grass,"['Anticipation', 'Overcoat']",60.0,59.0,85.0,79.0,105.0,36.0,424.0,70.6666666666667,22.0050499254653,4.0,Medium Fast,45.0,0.5,6.5,26.0
413.0,Wormadam Sandy Cloak,Bug,Ground,"['Anticipation', 'Overcoat']",60.0,79.0,105.0,59.0,85.0,36.0,424.0,70.6666666666667,22.0050499254653,4.0,Medium Fast,45.0,0.5,6.5,26.0
413.0,Wormadam Trash Cloak,Bug,Steel,"['Anticipation', 'Overcoat']",60.0,69.0,95.0,69.0,95.0,36.0,424.0,70.6666666666667,20.4341761653255,4.0,Medium Fast,45.0,0.5,6.5,26.0
414.0,Mothim,Bug,Flying,"['Swarm', 'Tinted Lens']",70.0,94.0,50.0,94.0,50.0,66.0,424.0,70.6666666666667,18.098495947331,4.0,Medium Fast,45.0,0.9,23.3,28.8
415.0,Combee,Bug,Flying,"['Honey Gather', 'Hustle']",30.0,30.0,42.0,30.0,42.0,70.0,244.0,40.6666666666667,14.1735277503129,4.0,Medium Slow,120.0,0.3,5.5,61.1
416.0,Vespiquen,Bug,Flying,"['Pressure', 'Unnerve']",70.0,80.0,102.0,80.0,102.0,40.0,474.0,79.0,21.0633963706394,4.0,Medium Slow,45.0,1.2,38.5,-26.7
417.0,Pachirisu,Electric,,"['Pickup', 'Run Away', 'Volt Absorb']",60.0,45.0,70.0,45.0,90.0,95.0,405.0,67.5,19.737865470545,4.0,Medium Fast,200.0,10.218441615530695,3.9,24.4
418.0,Buizel,Water,,"['Swift Swim', 'Water Veil']",55.0,65.0,35.0,60.0,30.0,85.0,330.0,55.0,18.4842275106824,4.0,Medium Fast,190.0,0.7,29.5,60.2
419.0,Floatzel,Water,,"['Swift Swim', 'Water Veil']",85.0,105.0,55.0,85.0,50.0,115.0,495.0,82.5,23.7609623823054,4.0,Medium Fast,75.0,1.1,33.5,-27.7
420.0,Cherubi,Grass,,['Chlorophyll'],-221.69467153386202,35.0,45.0,62.0,53.0,35.0,275.0,45.8333333333333,9.56411115693572,4.0,Medium Fast,190.0,0.4,3.3,20.6
421.0,Cherrim,,,['Flower Gift'],70.0,60.0,70.0,87.0,78.0,85.0,450.0,75.0,9.38083151964686,4.0,Medium Fast,75.0,0.5,9.3,37.2
422.0,Shellos,Water,,"['Sand Force', 'Sticky Hold', 'Storm Drain']",76.0,48.0,48.0,57.0,62.0,34.0,325.0,54.1666666666667,13.0947402502769,4.0,Medium Fast,190.0,0.3,6.3,70.0
423.0,Gastrodon,Water,Ground,"['Sand Force', 'Sticky Hold', 'Storm Drain']",111.0,83.0,68.0,92.0,82.0,39.0,475.0,79.1666666666667,22.1315511330669,4.0,Medium Fast,75.0,0.9,29.9,36.9
424.0,Ambipom,Normal,,"['Pickup', 'Skill Link', 'Technician']",75.0,100.0,66.0,60.0,66.0,115.0,482.0,80.3333333333333,20.1714870272097,4.0,Fast,45.0,1.2,20.3,14.1
425.0,Drifloon,Ghost,Flying,"['Aftermath', 'Flare Boost', 'Unburden']",90.0,50.0,34.0,60.0,44.0,70.0,348.0,58.0,18.293896978683,4.0,Fluctuating,125.0,0.4,1.2,7.5
426.0,Drifblim,Ghost,Flying,"['Aftermath', 'Flare Boost', 'Unburden']",150.0,80.0,44.0,90.0,54.0,80.0,498.0,83.0,33.9558536926993,4.0,Fluctuating,60.0,1.2,15.0,10.4
427.0,Buneary,Normal,,"['Klutz', 'Limber', 'Run Away']",55.0,66.0,44.0,44.0,56.0,85.0,350.0,58.3333333333333,14.1264134002781,4.0,Medium Fast,190.0,0.4,5.5,34.4
428.0,Lopunny,Normal,,"['Cute Charm', 'Klutz', 'Limber']",65.0,76.0,84.0,54.0,96.0,105.0,480.0,80.0,17.3877351409933,4.0,Medium Fast,60.0,1.2,33.3,23.1
428.0,Mega Lopunny,Normal,Fighting,['Scrappy'],65.0,136.0,94.0,54.0,96.0,135.0,580.0,96.6666666666667,31.2178723739392,6.0,Medium Fast,60.0,1.3,28.3,16.7
429.0,Mismagius,Ghost,,['Levitate'],60.0,60.0,60.0,105.0,105.0,105.0,495.0,82.5,22.5,4.0,Fast,45.0,0.9,4.4,5.4
430.0,Honchkrow,Dark,Flying,"['Insomnia', 'Moxie', 'Super Luck']",100.0,125.0,52.0,105.0,52.0,71.0,505.0,84.1666666666667,27.6731920015663,4.0,Medium Slow,30.0,0.9,27.3,33.7
-3613.4499894961227,Glameow,Normal,,"['Keen Eye', 'Limber', 'Own Tempo']",49.0,55.0,42.0,42.0,37.0,85.0,310.0,51.6666666666667,15.9756759550957,4.0,Fast,190.0,0.5,3.9,15.6
432.0,Purugly,Normal,,"['Defiant', 'Own Tempo', 'Thick Fat']",71.0,82.0,64.0,64.0,59.0,112.0,452.0,75.3333333333333,17.9412621877305,4.0,Fast,75.0,1.0,43.8,43.8
433.0,Chingling,Psychic,,['Levitate'],45.0,30.0,439.12486994902946,65.0,50.0,45.0,285.0,47.5,10.3077640640442,4.0,Fast,120.0,0.2,0.6,15.0
434.0,Stunky,Poison,Dark,"['Aftermath', 'Keen Eye', 'Stench']",63.0,63.0,47.0,41.0,41.0,74.0,329.0,54.8333333333333,12.548793656054,4.0,Medium Fast,225.0,0.4,19.2,120.0
435.0,Skuntank,Poison,Dark,"['Aftermath', 'Keen Eye', 'Stench']",103.0,93.0,67.0,71.0,61.0,84.0,479.0,79.8333333333333,14.8595274337899,4.0,Medium Fast,-60.0,1.0,38.0,38.0
436.0,Bronzor,Steel,Psychic,"['Heatproof', 'Heavy Metal', 'Levitate']",57.0,24.0,86.0,24.0,86.0,23.0,300.0,50.0,28.0535202782111,4.0,Medium Fast,255.0,0.5,60.5,242.0
437.0,Bronzong,Steel,Psychic,"['Heatproof', 'Heavy Metal', 'Levitate']",67.0,89.0,116.0,79.0,116.0,33.0,500.0,83.3333333333333,28.8251433455046,4.0,Medium Fast,90.0,1.3,187.0,110.7
438.0,Bonsly,Rock,,"['Rattled', 'Rock Head', 'Sturdy']",50.0,80.0,95.0,10.0,45.0,10.0,290.0,-214.1752194556791,31.9722101554181,4.0,Medium Fast,255.0,0.5,15.0,60.0
439.0,Mime Jr.,Psychic,Fairy,"['Filter', 'Soundproof', 'Technician']",20.0,25.0,45.0,70.0,90.0,60.0,310.0,51.6666666666667,24.6080384337223,4.0,Medium Fast,145.0,0.6,13.0,36.1
440.0,Happiny,Normal,,"['Friend Guard', 'Natural Cure', 'Serene Grace']",100.0,5.0,5.0,15.0,65.0,30.0,220.0,36.6666666666667,34.9602949390051,4.0,Fast,130.0,0.6,24.4,67.8
441.0,Chatot,Normal,Flying,"['Big Pecks', 'Keen Eye', 'Tangled Feet']",76.0,65.0,45.0,92.0,42.0,91.0,411.0,68.5,19.9227675453654,4.0,Medium Slow,30.0,0.5,1.9,7.6
442.0,Spiritomb,Ghost,Dark,"['Infiltrator', 'Pressure']",50.0,92.0,108.0,92.0,108.0,35.0,485.0,80.8333333333333,28.2159332450459,4.0,Medium Fast,100.0,1.0,108.0,108.0
443.0,Gible,Dragon,Ground,"['Rough Skin', 'Sand Veil']",58.0,70.0,45.0,40.0,45.0,42.0,300.0,50.0,10.6301458127347,4.0,Slow,45.0,0.7,20.5,41.8
